197,"@irfanhaider717 Hi Irfan, All Prepaid Successful BVS subscribers that have not used their Zong SIMs from last 30 da… https://t.co/kAVDnhDvt9"
198,@rixwan Kindly DM us your Device Zong SIM number so that we can check details for you.
199,"@Aamir_Bhatti999 Hi Aamir, Thank you for your suggestion and it would definitely be considered."
200,"@RimsandRings Hi Hassan, Kindly share your Zong number with us and we will sort out the details for you."
201,"@rixwan Hi, Allow us to assist you, kindly share your details and we will get back to you."
202,"@mahrukhiqbal_s Hi Mahrukh, We definitely want to get this addressed for you, please inbox your Zong number for further facilitation."
203,"@daily_jcdnews Hi, Kindly ap apna Zong number apny mukamal tafseelat ky saath humein DM kijyey taky hum ap ky help kar sakein"
204,"Access all your account details in one place with My Zong App.
Apple: https://t.co/pVZk95NNyU 
Android:… https://t.co/Xv01HdVmfP"
205,"@PiruSaein Hi Faraz, We are connected with you via DM, Please check your details"
206,"@zidi_chaudhary_ Hi, We are here for your assistance, kindly DM us your Zong number for further assistance"
207,"@wAk_sports Hi Waqas, Details have been shared via DM, Kindly check your message box for further assistance :)"
208,"@eekhan10 Hi, We are already connected with you via DM, Please check your details for further assistance"
209,"@nadeemhaque @eekhan10 Hi Nadeem, Kindly DM us your Zong number so that we can check it and guide you further."
210,"@Dawoodpotojamal Hi Jamal, We are already connected with you via DM, please check your details"
211,"@eekhan10 Hi, Kindly check your message box for further assistance"
212,"@eekhan10 Hi, We definitely want to get this addressed for you, please inbox your Zong number for further facilitation."
213,"@atwaar Hi Omer, Please visit nearest Zong office along with your CNIC for Golden number."
214,@duzztakh Thank you for being part of Zong family :)
215,@Sk3435 You are Welcome
216,"@farooq_rose Booking kay liye link visit kijiye. https://t.co/Tm67w1fEOi
2/2"
217,"@farooq_rose Hi, Fiber-Home device online order book karnay pa 17% discount hasil kijiye (discounted price Rs 2500). 1/2"
218,"@Sk3435 given link https://t.co/Tm67w1fEOi 
2/2"
219,"@Sk3435 Hi, Book Fiber-Home MBB device online and get 17% discount (discounted price Rs 2500). For booking please visit the 1/2"
220,"Celebrate this Independence Day with #AzadiSale. Get exclusive discount of Rs.500 on #Zong4G Bolt+ Device
Order Now… https://t.co/WycxJCWjDu"
221,@Sajidam2500186 Apko message box mai reply kiya gaya hai please check kijiye. Hum apki help kay liye available hain.
222,"@Sajidam2500186 Hi Sajid, Ap kindly apna issue aur Zong number hamai DM kijiye taah’kay apke bahtar rahnumai ke ja saky."
223,"@shahidjabbi Hi Shahid, Ap please apna Zong number hamai DM mai send kijiye apko usage kay hawaly sy guide kiya jai ga Shukriya."
224,"Coming Soon, Stay tuned for exciting Azadi offer #Zong4G. For more details, please visit now:… https://t.co/U2hZZey4BV"
225,@AlishaInayat Please DM your Zong number you will be facilitated accordingly. Thank you
226,@Deadhomie1 We are connected with you via DM.
227,"@Deadhomie1 Hi, We definitely want to get this addressed for you, please DM your Zong number for further facilitation."
228,@noorrulhudaa You are Welcome :)
229,"@__Humorist @NxtToYouFool Ahem.. its not legal Talha. 
And don't worry Noor, your secrets are safe with us :)"
230,"@noorrulhudaa Please explore the link for exciting offers.
https://t.co/X0gEZLcbIB"
231,"@noorrulhudaa Is that even a question? 

We'd love to welcome you to the no.1 data network with a wide variety of p… https://t.co/SpVnIqV1Np"
232,"@mehranhu @ZonG_CMPak Hi Mehran, Give us a chance to look into your concern. Kindly share your contact number in me… https://t.co/uXZkQS2dFH"
233,"@KHANSHAH94 Please check your DM, you were replied there."
234,@AlishaInayat Thank you for being part of Zong family :)
235,@I_MBilal17 Pleased to serve you :)
236,@I_MBilal17 We are not offering any offer on SIM replacement.
237,"@maqboolshafqat Please check your DM, you were replied."
238,@Mr_Programmer14 Please DM your Zong number so that We may check your eligibility for re connection offer and assist you accordingly.
239,@I_MBilal17 SIM replacement charges are Rs 100. Please visit Zong CSC/Franchise along with your CNIC for assistance
240,@Mr_Programmer14 To know your own mobile number please send MYNO to 777. Charges are Rs.2 + tax
241,"@Huzaifa0005 @pen_chor @ASIMQAUMI This is not the experience we would want you to have, Kindly share your details in Inbox/DM"
242,"@Huzaifa0005 This is not the experience we would want you to have, Kindly share your details in Inbox/DM"
243,@Mr_Programmer14 Please confirm do you want to know about GSM SIM number.
244,"@atifmtz Your complaint is in process. Our teams are working on it, Please wait your issue will be resolved soon."
245,"@atifmtz Sorry to hear that, Please DM your complaint reference number for assistance."
246,Get amazing discounts on Find My Adventure Portal with #Zong4G #FindMyAdventure https://t.co/GdixoWSZGG
247,"@anwerishere Hi Anwer, Allow us to assist you, share your Zong number in DM and we will get back to you with details."
248,"@_ATariq_ We greatly regret the inconvenience you are facing, please share your Zong Number via DM for swift facilitation."
249,"@Ali_Bukhari2004 Yes you should!
We'd like to introduce you to Zong4G Bolt+, one of our star products with various… https://t.co/eAqxUJ7imG"
250,"@SAFE_KHYBER Hi, Hum apki help kay liye available hain. Ap kindly apna issue aur Zong number hamai DM kijiye taah’k… https://t.co/0eEwlzwJq9"
251,"@MuhamadAnas97 @iDeserveBetter_ Ap please details kay liye link visit kijiye.
https://t.co/X0gEZLcbIB"
252,"All your favourite packages of SMS, Internet and Voice are now at one place #Zong4G Online Shop!… https://t.co/oJ1RHQjDYo"
253,"@Qasim_SKP @asdyari @pen_chor @ASIMQAUMI Hi Qasim, We definitely want to get this addressed for you, please inbox y… https://t.co/mwkCF7bQNo"
254,@theforculate @sharafatali78 @Mr_Programmer14 Hum apki help kay liye available hain aur apko DM mai guide kiya ja raha hai.
255,"@Maahtab_ALi Hi Mahtab, Give us a chance to look into your concern. Kindly share your contact number in message box for further assistance."
256,"@asdyari @pen_chor @ASIMQAUMI We are connected with you via DM, and you will be facilitated accordingly."
257,"@asdyari @pen_chor @ASIMQAUMI Hi Iqbal, We totally understand the inconvenience you are experiencing, please DM you… https://t.co/pO9W5dksBh"
258,"@aamirabbas_ should be registered on your CNIC before the Port IN request is processed.
2/2"
259,"@aamirabbas_ Hi Aamir, MBB customers can avail FREE resources if they port in their other operator number to ZONG. Your MBB Device 1/2"
260,"@_MiShA__biebz_1 @telenorpakistan Hi, Stay connected with Fastest internet #Zong4G :)"
261,"@sharafatali78 @theforculate @Mr_Programmer14 Hi Sharafat, Kindly ap apna Zong number humein DM kijyey apny mukamal… https://t.co/8m1jdNtQ6m"
262,"@phatymahahmed Hi Fatimah, Kindly ap apna Zong number humein DM kijyey taky ap ko further guide kiya ja saky"
263,"@xaqubz @Danishsabzwari Hi Yaqub, Thank you for your affirmative response #Zong4G :)"
264,"@asimkhan005 @Chingez_ Hi, Kindly share your usage details &amp; Zong number via DM, we will definitely guide you about… https://t.co/QHZjDFppCk"
265,"@maritannaki Hi Yasir, Kindly ap apna usage apny Zong number ky saath DM kijyey taky ap ko best offers suggest ky ja sakein"
266,"@frodo__23 Hi Ahmed, Kindly check your DM for further assistance"
267,@Myzee1919Younus Stay connected with Fastest internet #Zong4G
268,"Watch your favourite Pakistani Dramas, Movies and TV Series using Zong’s Fastest Mobile Internet. For Details:… https://t.co/dzkKWIcuBm"
269,"@Pak_Info_Srvc Thank you, stay connected with #Zong4G :)"
270,"@king8979 Hi, We continuously strive to provide you the best services, Stay connected with us :)"
271,"@NoWeedHassan @Ufone @jazzpk Hi, We apologize for the troubling experience you faced. Kindly DM us the detailed con… https://t.co/fimHLIdtrI"
272,@MuhamadAnas97 @iDeserveBetter_ Kindly hum say DM mein apni requirement share kijiyay kay apko kitnay minutes aur data darkar hai?
273,"@TheRashidKhan Hi Rashid, Thank you for sharing your feedback. Zong always believe in moving forward in light of it… https://t.co/DNsiKOnc9v"
274,"@Tricks_All Hi, We are here for your help, please DM your Zong number you will be facilitated accordingly. Thank you"
275,@Iqbal49Nasir We are connected with you via DM :)
276,@shahrozimran4 Shukriya :)
277,"@shahrozimran4 Hi, Thank you for sharing your feedback. Zong always believe in moving forward in light of its customer’s feedback."
278,"@KazimKhan1989 HI Kazim, Please DM your Zong number we will guide you regarding your usage. Thank you"
279,"@shahidjabbi Hi Shahid, We totally understand the inconvenience you are experiencing, please DM your Zong number for extended facilitation."
280,"@LashkariShahzor Hi Shahzor, Ap kindly apna issue aur Zong number hamai DM kijiye taah’kay apke bahtar rahnumai ke ja saky."
281,"@MrRj001 Currently unlimited bundle is not available. For details please explore the link.
https://t.co/wOLqRkr9wi"
282,"@theforculate @Mr_Programmer14 Hi Sami, Ge farmaye Hum apki help kay liye available hain."
283,"@MrRj001 Hi, Please confirm, you want to know about Zong GSM SIM internet bundles, Zong MBB device bundles or Zong Internet SIM bundles?"
284,"@aamirabbas_ Hi Aamir, Thank you for being part of Zong family :)"
285,@Em__Aar We are connected with you via DM.
286,"@Romanking9 Hi, Ap My Zong App kay zarye apni details check kar sakty hain. Please link visit kijiye.
https://t.co/WTsH0maNtT"
287,"@Em__Aar Hi, Sorry apko parishani ka samna karna parha ap please apna Zong number message box mai share kijiye apko guide kiya jai ga."
288,@Romanking9 You are welcome.
289,@asghar_mahar786 @kashif_jatoi @Danishsabzwari Kindly visit Zong website to check MBB internet bundles that you can… https://t.co/2ujC3OeJEK
290,@asghar_mahar786 @kashif_jatoi @Danishsabzwari Please visit ZONG website for Zong mbb device information: https://t.co/m9NwE8QFFL
